Tipo Elezione;Data Elezione;Lista;Ripartizione;Nazione;Voti Liste;Schede Nulle;Schede Bianche ;Schede Contestate;Votanti;Elettori
Senato Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;BULGARIA;9;62;8;0;905;2750
Senato Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;BULGARIA;470;62;8;0;905;2750
Senato Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;BULGARIA;13;62;8;0;905;2750
Senato Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;BULGARIA;142;62;8;0;905;2750
Senato Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;BULGARIA;122;62;8;0;905;2750
Senato Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;REPUBBLICA CECA;275;90;40;0;2153;5769
Senato Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;REPUBBLICA CECA;18;90;40;0;2153;5769
Senato Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;REPUBBLICA CECA;624;90;40;0;2153;5769
Senato Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;REPUBBLICA CECA;55;90;40;0;2153;5769
Senato Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;REPUBBLICA CECA;300;90;40;0;2153;5769
Senato Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;REPUBBLICA CECA;713;90;40;0;2153;5769
Senato Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;STATO CITTA' DEL VATICANO;0;0;0;0;0;12
Senato Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;STATO CITTA' DEL VATICANO;0;0;0;0;0;12
Senato Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;STATO CITTA' DEL VATICANO;0;0;0;0;0;12
Senato Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;STATO CITTA' DEL VATICANO;0;0;0;0;0;12
Senato Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;STATO CITTA' DEL VATICANO;0;0;0;0;0;12
Senato Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;STATO CITTA' DEL VATICANO;0;0;0;0;0;12
Senato Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;DANIMARCA;465;150;67;0;3537;9478
Senato Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;DANIMARCA;48;150;67;0;3537;9478
Senato Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;DANIMARCA;346;150;67;0;3537;9478
Senato Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;DANIMARCA;59;150;67;0;3537;9478
Senato Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;DANIMARCA;495;150;67;0;3537;9478
Senato Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;DANIMARCA;1865;150;67;0;3537;9478
Senato Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;FINLANDIA;187;74;27;0;1584;3813
Senato Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;FINLANDIA;17;74;27;0;1584;3813
Senato Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;FINLANDIA;215;74;27;0;1584;3813
Senato Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;FINLANDIA;38;74;27;0;1584;3813
Senato Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;FINLANDIA;252;74;27;0;1584;3813
Senato Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;FINLANDIA;741;74;27;0;1584;3813
Senato Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;FRANCIA;7188;5551;2395;38;89284;361826
Senato Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;FRANCIA;2327;5551;2395;38;89284;361826
Senato Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;FRANCIA;19537;5551;2395;38;89284;361826
Senato Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;FRANCIA;3507;5551;2395;38;89284;361826
Senato Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;FRANCIA;9106;5551;2395;38;89284;361826
Senato Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;FRANCIA;36718;5551;2395;38;89284;361826
Senato Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;GERMANIA;8738;7903;2603;34;144958;672450
Senato Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;GERMANIA;4020;7903;2603;34;144958;672450
Senato Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;GERMANIA;40761;7903;2603;34;144958;672450
Senato Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;GERMANIA;6909;7903;2603;34;144958;672450
Senato Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;GERMANIA;19669;7903;2603;34;144958;672450
Senato Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;GERMANIA;48679;7903;2603;34;144958;672450
Senato Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;REGNO UNITO;9984;4566;1040;15;86342;345972
Senato Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;REGNO UNITO;1541;4566;1040;15;86342;345972
Senato Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;REGNO UNITO;14018;4566;1040;15;86342;345972
Senato Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;REGNO UNITO;3225;4566;1040;15;86342;345972
Senato Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;REGNO UNITO;10804;4566;1040;15;86342;345972
Senato Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;REGNO UNITO;36009;4566;1040;15;86342;345972
Senato Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;GRECIA;270;183;91;2;4218;10572
Senato Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;GRECIA;116;183;91;2;4218;10572
Senato Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;GRECIA;987;183;91;2;4218;10572
Senato Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;GRECIA;131;183;91;2;4218;10572
Senato Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;GRECIA;495;183;91;2;4218;10572
Senato Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;GRECIA;1642;183;91;2;4218;10572
Senato Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;IRLANDA;697;324;106;0;5854;18366
Senato Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;IRLANDA;81;324;106;0;5854;18366
Senato Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;IRLANDA;822;324;106;0;5854;18366
Senato Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;IRLANDA;204;324;106;0;5854;18366
Senato Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;IRLANDA;964;324;106;0;5854;18366
Senato Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;IRLANDA;2507;324;106;0;5854;18366
Senato Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;ISLANDA;11;12;4;0;118;394
Senato Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;ISLANDA;1;12;4;0;118;394
Senato Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;ISLANDA;13;12;4;0;118;394
Senato Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;ISLANDA;3;12;4;0;118;394
Senato Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;ISLANDA;20;12;4;0;118;394
Senato Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;ISLANDA;53;12;4;0;118;394
Senato Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;SERBIA;15;43;4;0;588;1501
Senato Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;SERBIA;10;43;4;0;588;1501
Senato Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;SERBIA;232;43;4;0;588;1501
Senato Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;SERBIA;29;43;4;0;588;1501
Senato Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;SERBIA;67;43;4;0;588;1501
Senato Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;SERBIA;146;43;4;0;588;1501
Senato Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;LIECHTENSTEIN;22;21;9;0;382;1299
Senato Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;LIECHTENSTEIN;6;21;9;0;382;1299
Senato Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;LIECHTENSTEIN;160;21;9;0;382;1299
Senato Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;LIECHTENSTEIN;13;21;9;0;382;1299
Senato Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;LIECHTENSTEIN;24;21;9;0;382;1299
Senato Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;LIECHTENSTEIN;104;21;9;0;382;1299
Senato Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;LUSSEMBURGO;1276;551;253;0;9050;25725
Senato Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;LUSSEMBURGO;160;551;253;0;9050;25725
Senato Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;LUSSEMBURGO;1887;551;253;0;9050;25725
Senato Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;LUSSEMBURGO;175;551;253;0;9050;25725
Senato Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;LUSSEMBURGO;850;551;253;0;9050;25725
Senato Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;LUSSEMBURGO;3482;551;253;0;9050;25725
Senato Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;MALTA;182;199;26;0;2438;7660
Senato Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;MALTA;34;199;26;0;2438;7660
Senato Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;MALTA;855;199;26;0;2438;7660
Senato Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;MALTA;41;199;26;0;2438;7660
Senato Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;MALTA;474;199;26;0;2438;7660
Senato Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;MALTA;544;199;26;0;2438;7660
Senato Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;MONACO;469;115;55;0;3242;6554
Senato Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;MONACO;20;115;55;0;3242;6554
Senato Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;MONACO;1993;115;55;0;3242;6554
Senato Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;MONACO;44;115;55;0;3242;6554
Senato Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;MONACO;106;115;55;0;3242;6554
Senato Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;MONACO;379;115;55;0;3242;6554
Senato Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;NORVEGIA;237;123;45;0;2619;6050
Senato Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;NORVEGIA;33;123;45;0;2619;6050
Senato Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;NORVEGIA;566;123;45;0;2619;6050
Senato Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;NORVEGIA;49;123;45;0;2619;6050
Senato Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;NORVEGIA;425;123;45;0;2619;6050
Senato Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;NORVEGIA;1070;123;45;0;2619;6050
Senato Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;PAESI BASSI;2204;543;227;7;15401;47880
Senato Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;PAESI BASSI;197;543;227;7;15401;47880
Senato Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;PAESI BASSI;2060;543;227;7;15401;47880
Senato Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;PAESI BASSI;332;543;227;7;15401;47880
Senato Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;PAESI BASSI;1917;543;227;7;15401;47880
Senato Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;PAESI BASSI;7635;543;227;7;15401;47880
Senato Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;POLONIA;246;109;29;0;2322;6378
Senato Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;POLONIA;46;109;29;0;2322;6378
Senato Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;POLONIA;710;109;29;0;2322;6378
Senato Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;POLONIA;63;109;29;0;2322;6378
Senato Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;POLONIA;341;109;29;0;2322;6378
Senato Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;POLONIA;697;109;29;0;2322;6378
Senato Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;PORTOGALLO;644;304;106;4;5605;15221
Senato Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;PORTOGALLO;83;304;106;4;5605;15221
Senato Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;PORTOGALLO;1535;304;106;4;5605;15221
Senato Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;PORTOGALLO;133;304;106;4;5605;15221
Senato Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;PORTOGALLO;654;304;106;4;5605;15221
Senato Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;PORTOGALLO;2011;304;106;4;5605;15221
Senato Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;ROMANIA;119;77;12;2;1789;6969
Senato Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;ROMANIA;30;77;12;2;1789;6969
Senato Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;ROMANIA;843;77;12;2;1789;6969
Senato Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;ROMANIA;64;77;12;2;1789;6969
Senato Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;ROMANIA;193;77;12;2;1789;6969
Senato Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;ROMANIA;344;77;12;2;1789;6969
Senato Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;SAN MARINO;605;444;135;0;6982;11312
Senato Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;SAN MARINO;44;444;135;0;6982;11312
Senato Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;SAN MARINO;3104;444;135;0;6982;11312
Senato Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;SAN MARINO;116;444;135;0;6982;11312
Senato Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;SAN MARINO;650;444;135;0;6982;11312
Senato Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;SAN MARINO;1707;444;135;0;6982;11312
Senato Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;SPAGNA;3183;2178;821;12;38927;177692
Senato Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;SPAGNA;768;2178;821;12;38927;177692
Senato Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;SPAGNA;9915;2178;821;12;38927;177692
Senato Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;SPAGNA;1531;2178;821;12;38927;177692
Senato Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;SPAGNA;4985;2178;821;12;38927;177692
Senato Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;SPAGNA;14976;2178;821;12;38927;177692
Senato Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;SVEZIA;585;171;69;0;5107;13671
Senato Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;SVEZIA;93;171;69;0;5107;13671
Senato Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;SVEZIA;721;171;69;0;5107;13671
Senato Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;SVEZIA;91;171;69;0;5107;13671
Senato Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;SVEZIA;648;171;69;0;5107;13671
Senato Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;SVEZIA;2614;171;69;0;5107;13671
Senato Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;SVIZZERA;13037;9445;3730;170;139157;498712
Senato Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;SVIZZERA;3574;9445;3730;170;139157;498712
Senato Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;SVIZZERA;45022;9445;3730;170;139157;498712
Senato Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;SVIZZERA;2751;9445;3730;170;139157;498712
Senato Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;SVIZZERA;13433;9445;3730;170;139157;498712
Senato Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;SVIZZERA;44446;9445;3730;170;139157;498712
Senato Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;UNGHERIA;130;69;19;0;1654;3851
Senato Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;UNGHERIA;20;69;19;0;1654;3851
Senato Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;UNGHERIA;797;69;19;0;1654;3851
Senato Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;UNGHERIA;22;69;19;0;1654;3851
Senato Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;UNGHERIA;201;69;19;0;1654;3851
Senato Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;UNGHERIA;368;69;19;0;1654;3851
Senato Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;FEDERAZIONE RUSSA;40;58;10;0;637;2984
Senato Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;FEDERAZIONE RUSSA;1;58;10;0;637;2984
Senato Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;FEDERAZIONE RUSSA;274;58;10;0;637;2984
Senato Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;FEDERAZIONE RUSSA;13;58;10;0;637;2984
Senato Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;FEDERAZIONE RUSSA;112;58;10;0;637;2984
Senato Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;FEDERAZIONE RUSSA;94;58;10;0;637;2984
Senato Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;LITUANIA;34;6;0;0;191;492
Senato Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;LITUANIA;4;6;0;0;191;492
Senato Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;LITUANIA;56;6;0;0;191;492
Senato Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;LITUANIA;4;6;0;0;191;492
Senato Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;LITUANIA;17;6;0;0;191;492
Senato Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;LITUANIA;60;6;0;0;191;492
