Data Elezione;Tipo Elezione;Ripartizione;Nazione;Numero Candidato;Cognome;Nome;Tipo Altro Nome;Altro Nome;Preferenze;Lista
25/09/2022;Senato Estero;EUROPA;AUSTRIA;1;TIPU;GOLAM MAULA;;;114;AZIONE - ITALIA VIVA - CALENDA
25/09/2022;Senato Estero;EUROPA;AUSTRIA;2;RENZETTI;ANGELO;;;105;AZIONE - ITALIA VIVA - CALENDA
25/09/2022;Senato Estero;EUROPA;AUSTRIA;1;AGOSTINI;ALESSANDRA;;;40;MOVIMENTO DELLE LIBERTA'
25/09/2022;Senato Estero;EUROPA;AUSTRIA;2;BARONE;ESTER;;;92;MOVIMENTO DELLE LIBERTA'
25/09/2022;Senato Estero;EUROPA;AUSTRIA;1;BARDIN;ANDREA;;;80;MOVIMENTO 5 STELLE
25/09/2022;Senato Estero;EUROPA;AUSTRIA;2;BALBI;STEFANO;;;194;MOVIMENTO 5 STELLE
25/09/2022;Senato Estero;EUROPA;AUSTRIA;1;BILLE';LUIGI;;;225;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA
25/09/2022;Senato Estero;EUROPA;AUSTRIA;2;ZEHENTNER;ALESSANDRO;;;290;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA
25/09/2022;Senato Estero;EUROPA;AUSTRIA;1;CRISANTI;ANDREA;;;796;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
25/09/2022;Senato Estero;EUROPA;AUSTRIA;2;SCHIAVONE;MICHELE;;;523;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
25/09/2022;Senato Estero;EUROPA;AUSTRIA;1;CALANDRA;AMERICO;;;37;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
25/09/2022;Senato Estero;EUROPA;BELGIO;1;TIPU;GOLAM MAULA;;;309;AZIONE - ITALIA VIVA - CALENDA
25/09/2022;Senato Estero;EUROPA;BELGIO;2;RENZETTI;ANGELO;;;420;AZIONE - ITALIA VIVA - CALENDA
25/09/2022;Senato Estero;EUROPA;BELGIO;1;AGOSTINI;ALESSANDRA;;;208;MOVIMENTO DELLE LIBERTA'
25/09/2022;Senato Estero;EUROPA;BELGIO;2;BARONE;ESTER;;;442;MOVIMENTO DELLE LIBERTA'
25/09/2022;Senato Estero;EUROPA;BELGIO;1;BARDIN;ANDREA;;;287;MOVIMENTO 5 STELLE
25/09/2022;Senato Estero;EUROPA;BELGIO;2;BALBI;STEFANO;;;420;MOVIMENTO 5 STELLE
25/09/2022;Senato Estero;EUROPA;BELGIO;1;BILLE';LUIGI;;;873;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA
25/09/2022;Senato Estero;EUROPA;BELGIO;2;ZEHENTNER;ALESSANDRO;;;555;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA
25/09/2022;Senato Estero;EUROPA;BELGIO;1;CRISANTI;ANDREA;;;2178;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
25/09/2022;Senato Estero;EUROPA;BELGIO;2;SCHIAVONE;MICHELE;;;2829;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
25/09/2022;Senato Estero;EUROPA;BELGIO;1;CALANDRA;AMERICO;;;98;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
25/09/2022;Senato Estero;EUROPA;BULGARIA;1;TIPU;GOLAM MAULA;;;3;AZIONE - ITALIA VIVA - CALENDA
25/09/2022;Senato Estero;EUROPA;BULGARIA;2;RENZETTI;ANGELO;;;5;AZIONE - ITALIA VIVA - CALENDA
25/09/2022;Senato Estero;EUROPA;BULGARIA;1;AGOSTINI;ALESSANDRA;;;2;MOVIMENTO DELLE LIBERTA'
25/09/2022;Senato Estero;EUROPA;BULGARIA;2;BARONE;ESTER;;;2;MOVIMENTO DELLE LIBERTA'
25/09/2022;Senato Estero;EUROPA;BULGARIA;1;BARDIN;ANDREA;;;6;MOVIMENTO 5 STELLE
25/09/2022;Senato Estero;EUROPA;BULGARIA;2;BALBI;STEFANO;;;18;MOVIMENTO 5 STELLE
25/09/2022;Senato Estero;EUROPA;BULGARIA;1;BILLE';LUIGI;;;28;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA
25/09/2022;Senato Estero;EUROPA;BULGARIA;2;ZEHENTNER;ALESSANDRO;;;55;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA
25/09/2022;Senato Estero;EUROPA;BULGARIA;1;CRISANTI;ANDREA;;;19;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
25/09/2022;Senato Estero;EUROPA;BULGARIA;2;SCHIAVONE;MICHELE;;;9;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
25/09/2022;Senato Estero;EUROPA;BULGARIA;1;CALANDRA;AMERICO;;;1;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
25/09/2022;Senato Estero;EUROPA;REPUBBLICA CECA;1;TIPU;GOLAM MAULA;;;25;AZIONE - ITALIA VIVA - CALENDA
25/09/2022;Senato Estero;EUROPA;REPUBBLICA CECA;2;RENZETTI;ANGELO;;;23;AZIONE - ITALIA VIVA - CALENDA
25/09/2022;Senato Estero;EUROPA;REPUBBLICA CECA;1;AGOSTINI;ALESSANDRA;;;6;MOVIMENTO DELLE LIBERTA'
25/09/2022;Senato Estero;EUROPA;REPUBBLICA CECA;2;BARONE;ESTER;;;7;MOVIMENTO DELLE LIBERTA'
25/09/2022;Senato Estero;EUROPA;REPUBBLICA CECA;1;BARDIN;ANDREA;;;24;MOVIMENTO 5 STELLE
25/09/2022;Senato Estero;EUROPA;REPUBBLICA CECA;2;BALBI;STEFANO;;;51;MOVIMENTO 5 STELLE
25/09/2022;Senato Estero;EUROPA;REPUBBLICA CECA;1;BILLE';LUIGI;;;46;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA
25/09/2022;Senato Estero;EUROPA;REPUBBLICA CECA;2;ZEHENTNER;ALESSANDRO;;;63;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA
25/09/2022;Senato Estero;EUROPA;REPUBBLICA CECA;1;CRISANTI;ANDREA;;;81;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
25/09/2022;Senato Estero;EUROPA;REPUBBLICA CECA;2;SCHIAVONE;MICHELE;;;68;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
25/09/2022;Senato Estero;EUROPA;REPUBBLICA CECA;1;CALANDRA;AMERICO;;;7;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
25/09/2022;Senato Estero;EUROPA;STATO CITTA' DEL VATICANO;1;TIPU;GOLAM MAULA;;;0;AZIONE - ITALIA VIVA - CALENDA
25/09/2022;Senato Estero;EUROPA;STATO CITTA' DEL VATICANO;2;RENZETTI;ANGELO;;;0;AZIONE - ITALIA VIVA - CALENDA
25/09/2022;Senato Estero;EUROPA;STATO CITTA' DEL VATICANO;1;AGOSTINI;ALESSANDRA;;;0;MOVIMENTO DELLE LIBERTA'
25/09/2022;Senato Estero;EUROPA;STATO CITTA' DEL VATICANO;2;BARONE;ESTER;;;0;MOVIMENTO DELLE LIBERTA'
25/09/2022;Senato Estero;EUROPA;STATO CITTA' DEL VATICANO;1;BARDIN;ANDREA;;;0;MOVIMENTO 5 STELLE
25/09/2022;Senato Estero;EUROPA;STATO CITTA' DEL VATICANO;2;BALBI;STEFANO;;;0;MOVIMENTO 5 STELLE
25/09/2022;Senato Estero;EUROPA;STATO CITTA' DEL VATICANO;1;BILLE';LUIGI;;;0;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA
25/09/2022;Senato Estero;EUROPA;STATO CITTA' DEL VATICANO;2;ZEHENTNER;ALESSANDRO;;;0;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA
25/09/2022;Senato Estero;EUROPA;STATO CITTA' DEL VATICANO;1;CRISANTI;ANDREA;;;0;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
25/09/2022;Senato Estero;EUROPA;STATO CITTA' DEL VATICANO;2;SCHIAVONE;MICHELE;;;0;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
25/09/2022;Senato Estero;EUROPA;STATO CITTA' DEL VATICANO;1;CALANDRA;AMERICO;;;0;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
25/09/2022;Senato Estero;EUROPA;DANIMARCA;1;TIPU;GOLAM MAULA;;;37;AZIONE - ITALIA VIVA - CALENDA
25/09/2022;Senato Estero;EUROPA;DANIMARCA;2;RENZETTI;ANGELO;;;26;AZIONE - ITALIA VIVA - CALENDA
25/09/2022;Senato Estero;EUROPA;DANIMARCA;1;AGOSTINI;ALESSANDRA;;;9;MOVIMENTO DELLE LIBERTA'
25/09/2022;Senato Estero;EUROPA;DANIMARCA;2;BARONE;ESTER;;;9;MOVIMENTO DELLE LIBERTA'
25/09/2022;Senato Estero;EUROPA;DANIMARCA;1;BARDIN;ANDREA;;;39;MOVIMENTO 5 STELLE
25/09/2022;Senato Estero;EUROPA;DANIMARCA;2;BALBI;STEFANO;;;87;MOVIMENTO 5 STELLE
25/09/2022;Senato Estero;EUROPA;DANIMARCA;1;BILLE';LUIGI;;;28;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA
25/09/2022;Senato Estero;EUROPA;DANIMARCA;2;ZEHENTNER;ALESSANDRO;;;28;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA
25/09/2022;Senato Estero;EUROPA;DANIMARCA;1;CRISANTI;ANDREA;;;243;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
25/09/2022;Senato Estero;EUROPA;DANIMARCA;2;SCHIAVONE;MICHELE;;;117;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
25/09/2022;Senato Estero;EUROPA;DANIMARCA;1;CALANDRA;AMERICO;;;6;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
25/09/2022;Senato Estero;EUROPA;FINLANDIA;1;TIPU;GOLAM MAULA;;;22;AZIONE - ITALIA VIVA - CALENDA
25/09/2022;Senato Estero;EUROPA;FINLANDIA;2;RENZETTI;ANGELO;;;19;AZIONE - ITALIA VIVA - CALENDA
25/09/2022;Senato Estero;EUROPA;FINLANDIA;1;AGOSTINI;ALESSANDRA;;;9;MOVIMENTO DELLE LIBERTA'
25/09/2022;Senato Estero;EUROPA;FINLANDIA;2;BARONE;ESTER;;;9;MOVIMENTO DELLE LIBERTA'
25/09/2022;Senato Estero;EUROPA;FINLANDIA;1;BARDIN;ANDREA;;;21;MOVIMENTO 5 STELLE
25/09/2022;Senato Estero;EUROPA;FINLANDIA;2;BALBI;STEFANO;;;63;MOVIMENTO 5 STELLE
25/09/2022;Senato Estero;EUROPA;FINLANDIA;1;BILLE';LUIGI;;;30;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA
25/09/2022;Senato Estero;EUROPA;FINLANDIA;2;ZEHENTNER;ALESSANDRO;;;32;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA
25/09/2022;Senato Estero;EUROPA;FINLANDIA;1;CRISANTI;ANDREA;;;126;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
25/09/2022;Senato Estero;EUROPA;FINLANDIA;2;SCHIAVONE;MICHELE;;;64;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
25/09/2022;Senato Estero;EUROPA;FINLANDIA;1;CALANDRA;AMERICO;;;5;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
25/09/2022;Senato Estero;EUROPA;FRANCIA;1;TIPU;GOLAM MAULA;;;667;AZIONE - ITALIA VIVA - CALENDA
25/09/2022;Senato Estero;EUROPA;FRANCIA;2;RENZETTI;ANGELO;;;774;AZIONE - ITALIA VIVA - CALENDA
25/09/2022;Senato Estero;EUROPA;FRANCIA;1;AGOSTINI;ALESSANDRA;;;463;MOVIMENTO DELLE LIBERTA'
25/09/2022;Senato Estero;EUROPA;FRANCIA;2;BARONE;ESTER;;;320;MOVIMENTO DELLE LIBERTA'
25/09/2022;Senato Estero;EUROPA;FRANCIA;1;BARDIN;ANDREA;;;714;MOVIMENTO 5 STELLE
25/09/2022;Senato Estero;EUROPA;FRANCIA;2;BALBI;STEFANO;;;1143;MOVIMENTO 5 STELLE
25/09/2022;Senato Estero;EUROPA;FRANCIA;1;BILLE';LUIGI;;;1864;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA
25/09/2022;Senato Estero;EUROPA;FRANCIA;2;ZEHENTNER;ALESSANDRO;;;1140;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA
25/09/2022;Senato Estero;EUROPA;FRANCIA;1;CRISANTI;ANDREA;;;4974;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
25/09/2022;Senato Estero;EUROPA;FRANCIA;2;SCHIAVONE;MICHELE;;;2760;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
25/09/2022;Senato Estero;EUROPA;FRANCIA;1;CALANDRA;AMERICO;;;323;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
25/09/2022;Senato Estero;EUROPA;GERMANIA;1;TIPU;GOLAM MAULA;;;845;AZIONE - ITALIA VIVA - CALENDA
25/09/2022;Senato Estero;EUROPA;GERMANIA;2;RENZETTI;ANGELO;;;1157;AZIONE - ITALIA VIVA - CALENDA
25/09/2022;Senato Estero;EUROPA;GERMANIA;1;AGOSTINI;ALESSANDRA;;;1120;MOVIMENTO DELLE LIBERTA'
25/09/2022;Senato Estero;EUROPA;GERMANIA;2;BARONE;ESTER;;;2181;MOVIMENTO DELLE LIBERTA'
25/09/2022;Senato Estero;EUROPA;GERMANIA;1;BARDIN;ANDREA;;;1724;MOVIMENTO 5 STELLE
25/09/2022;Senato Estero;EUROPA;GERMANIA;2;BALBI;STEFANO;;;3114;MOVIMENTO 5 STELLE
25/09/2022;Senato Estero;EUROPA;GERMANIA;1;BILLE';LUIGI;;;5234;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA
25/09/2022;Senato Estero;EUROPA;GERMANIA;2;ZEHENTNER;ALESSANDRO;;;2628;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA
25/09/2022;Senato Estero;EUROPA;GERMANIA;1;CRISANTI;ANDREA;;;6767;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
25/09/2022;Senato Estero;EUROPA;GERMANIA;2;SCHIAVONE;MICHELE;;;5563;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
25/09/2022;Senato Estero;EUROPA;GERMANIA;1;CALANDRA;AMERICO;;;801;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
25/09/2022;Senato Estero;EUROPA;REGNO UNITO;1;TIPU;GOLAM MAULA;;;2973;AZIONE - ITALIA VIVA - CALENDA
25/09/2022;Senato Estero;EUROPA;REGNO UNITO;2;RENZETTI;ANGELO;;;1072;AZIONE - ITALIA VIVA - CALENDA
25/09/2022;Senato Estero;EUROPA;REGNO UNITO;1;AGOSTINI;ALESSANDRA;;;560;MOVIMENTO DELLE LIBERTA'
25/09/2022;Senato Estero;EUROPA;REGNO UNITO;2;BARONE;ESTER;;;546;MOVIMENTO DELLE LIBERTA'
25/09/2022;Senato Estero;EUROPA;REGNO UNITO;1;BARDIN;ANDREA;;;1147;MOVIMENTO 5 STELLE
25/09/2022;Senato Estero;EUROPA;REGNO UNITO;2;BALBI;STEFANO;;;2144;MOVIMENTO 5 STELLE
25/09/2022;Senato Estero;EUROPA;REGNO UNITO;1;BILLE';LUIGI;;;2508;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA
25/09/2022;Senato Estero;EUROPA;REGNO UNITO;2;ZEHENTNER;ALESSANDRO;;;1252;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA
25/09/2022;Senato Estero;EUROPA;REGNO UNITO;1;CRISANTI;ANDREA;;;7571;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
25/09/2022;Senato Estero;EUROPA;REGNO UNITO;2;SCHIAVONE;MICHELE;;;3112;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
25/09/2022;Senato Estero;EUROPA;REGNO UNITO;1;CALANDRA;AMERICO;;;381;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
25/09/2022;Senato Estero;EUROPA;GRECIA;1;TIPU;GOLAM MAULA;;;13;AZIONE - ITALIA VIVA - CALENDA
25/09/2022;Senato Estero;EUROPA;GRECIA;2;RENZETTI;ANGELO;;;33;AZIONE - ITALIA VIVA - CALENDA
25/09/2022;Senato Estero;EUROPA;GRECIA;1;AGOSTINI;ALESSANDRA;;;18;MOVIMENTO DELLE LIBERTA'
25/09/2022;Senato Estero;EUROPA;GRECIA;2;BARONE;ESTER;;;12;MOVIMENTO DELLE LIBERTA'
25/09/2022;Senato Estero;EUROPA;GRECIA;1;BARDIN;ANDREA;;;33;MOVIMENTO 5 STELLE
25/09/2022;Senato Estero;EUROPA;GRECIA;2;BALBI;STEFANO;;;65;MOVIMENTO 5 STELLE
25/09/2022;Senato Estero;EUROPA;GRECIA;1;BILLE';LUIGI;;;127;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA
25/09/2022;Senato Estero;EUROPA;GRECIA;2;ZEHENTNER;ALESSANDRO;;;54;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA
25/09/2022;Senato Estero;EUROPA;GRECIA;1;CRISANTI;ANDREA;;;185;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
25/09/2022;Senato Estero;EUROPA;GRECIA;2;SCHIAVONE;MICHELE;;;134;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
25/09/2022;Senato Estero;EUROPA;GRECIA;1;CALANDRA;AMERICO;;;17;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
25/09/2022;Senato Estero;EUROPA;IRLANDA;1;TIPU;GOLAM MAULA;;;91;AZIONE - ITALIA VIVA - CALENDA
25/09/2022;Senato Estero;EUROPA;IRLANDA;2;RENZETTI;ANGELO;;;65;AZIONE - ITALIA VIVA - CALENDA
25/09/2022;Senato Estero;EUROPA;IRLANDA;1;AGOSTINI;ALESSANDRA;;;29;MOVIMENTO DELLE LIBERTA'
25/09/2022;Senato Estero;EUROPA;IRLANDA;2;BARONE;ESTER;;;50;MOVIMENTO DELLE LIBERTA'
25/09/2022;Senato Estero;EUROPA;IRLANDA;1;BARDIN;ANDREA;;;61;MOVIMENTO 5 STELLE
25/09/2022;Senato Estero;EUROPA;IRLANDA;2;BALBI;STEFANO;;;220;MOVIMENTO 5 STELLE
25/09/2022;Senato Estero;EUROPA;IRLANDA;1;BILLE';LUIGI;;;116;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA
25/09/2022;Senato Estero;EUROPA;IRLANDA;2;ZEHENTNER;ALESSANDRO;;;98;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA
25/09/2022;Senato Estero;EUROPA;IRLANDA;1;CRISANTI;ANDREA;;;430;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
25/09/2022;Senato Estero;EUROPA;IRLANDA;2;SCHIAVONE;MICHELE;;;233;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
25/09/2022;Senato Estero;EUROPA;IRLANDA;1;CALANDRA;AMERICO;;;21;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
25/09/2022;Senato Estero;EUROPA;ISLANDA;1;TIPU;GOLAM MAULA;;;2;AZIONE - ITALIA VIVA - CALENDA
25/09/2022;Senato Estero;EUROPA;ISLANDA;2;RENZETTI;ANGELO;;;1;AZIONE - ITALIA VIVA - CALENDA
25/09/2022;Senato Estero;EUROPA;ISLANDA;1;AGOSTINI;ALESSANDRA;;;0;MOVIMENTO DELLE LIBERTA'
25/09/2022;Senato Estero;EUROPA;ISLANDA;2;BARONE;ESTER;;;0;MOVIMENTO DELLE LIBERTA'
25/09/2022;Senato Estero;EUROPA;ISLANDA;1;BARDIN;ANDREA;;;0;MOVIMENTO 5 STELLE
25/09/2022;Senato Estero;EUROPA;ISLANDA;2;BALBI;STEFANO;;;4;MOVIMENTO 5 STELLE
25/09/2022;Senato Estero;EUROPA;ISLANDA;1;BILLE';LUIGI;;;3;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA
25/09/2022;Senato Estero;EUROPA;ISLANDA;2;ZEHENTNER;ALESSANDRO;;;1;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA
25/09/2022;Senato Estero;EUROPA;ISLANDA;1;CRISANTI;ANDREA;;;7;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
25/09/2022;Senato Estero;EUROPA;ISLANDA;2;SCHIAVONE;MICHELE;;;0;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
25/09/2022;Senato Estero;EUROPA;ISLANDA;1;CALANDRA;AMERICO;;;0;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
25/09/2022;Senato Estero;EUROPA;SERBIA;1;TIPU;GOLAM MAULA;;;0;AZIONE - ITALIA VIVA - CALENDA
25/09/2022;Senato Estero;EUROPA;SERBIA;2;RENZETTI;ANGELO;;;1;AZIONE - ITALIA VIVA - CALENDA
25/09/2022;Senato Estero;EUROPA;SERBIA;1;AGOSTINI;ALESSANDRA;;;12;MOVIMENTO DELLE LIBERTA'
25/09/2022;Senato Estero;EUROPA;SERBIA;2;BARONE;ESTER;;;3;MOVIMENTO DELLE LIBERTA'
25/09/2022;Senato Estero;EUROPA;SERBIA;1;BARDIN;ANDREA;;;9;MOVIMENTO 5 STELLE
25/09/2022;Senato Estero;EUROPA;SERBIA;2;BALBI;STEFANO;;;11;MOVIMENTO 5 STELLE
25/09/2022;Senato Estero;EUROPA;SERBIA;1;BILLE';LUIGI;;;35;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA
25/09/2022;Senato Estero;EUROPA;SERBIA;2;ZEHENTNER;ALESSANDRO;;;21;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA
25/09/2022;Senato Estero;EUROPA;SERBIA;1;CRISANTI;ANDREA;;;18;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
25/09/2022;Senato Estero;EUROPA;SERBIA;2;SCHIAVONE;MICHELE;;;18;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
25/09/2022;Senato Estero;EUROPA;SERBIA;1;CALANDRA;AMERICO;;;5;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
25/09/2022;Senato Estero;EUROPA;LIECHTENSTEIN;1;TIPU;GOLAM MAULA;;;1;AZIONE - ITALIA VIVA - CALENDA
25/09/2022;Senato Estero;EUROPA;LIECHTENSTEIN;2;RENZETTI;ANGELO;;;5;AZIONE - ITALIA VIVA - CALENDA
25/09/2022;Senato Estero;EUROPA;LIECHTENSTEIN;1;AGOSTINI;ALESSANDRA;;;0;MOVIMENTO DELLE LIBERTA'
25/09/2022;Senato Estero;EUROPA;LIECHTENSTEIN;2;BARONE;ESTER;;;8;MOVIMENTO DELLE LIBERTA'
25/09/2022;Senato Estero;EUROPA;LIECHTENSTEIN;1;BARDIN;ANDREA;;;2;MOVIMENTO 5 STELLE
